"","datecollected","siteid","sampleid","basisofrecord","minimumdepthinmeters","maximumdepthinmeters","taxaname","taxanameid","samplingeffort","parameter","parameter_value","parameter_standardunit"
"808",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",1711,"Dmnless"
"809",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Molva dypterygia",126459,NA,"Count (Dmnless)",5,"Dmnless"
"810",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Mullus barbatus",126985,NA,"Count (Dmnless)",21,"Dmnless"
"811",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Pagellus acarne",127057,NA,"Count (Dmnless)",1,"Dmnless"
"812",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",1,"Dmnless"
"813",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Phycis blennoides",126501,NA,"Count (Dmnless)",2,"Dmnless"
"814",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Raja asterias",105881,NA,"Count (Dmnless)",1,"Dmnless"
"815",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",2,"Dmnless"
"816",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Trigla lyra",127266,NA,"Count (Dmnless)",1,"Dmnless"
"817",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Trisopterus minutus",126446,NA,"Count (Dmnless)",240,"Dmnless"
"818",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",1,"Dmnless"
"819",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Argentina sphyraena",126716,NA,"Count (Dmnless)",2,"Dmnless"
"820",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",3,"Dmnless"
"821",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Capros aper",127419,NA,"Count (Dmnless)",255,"Dmnless"
"822",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",35,"Dmnless"
"823",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"824",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Eutrigla gurnardus",150637,NA,"Count (Dmnless)",2,"Dmnless"
"825",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",305,"Dmnless"
"826",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",2,"Dmnless"
"827",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"828",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",3,"Dmnless"
"829",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Merluccius merluccius",126484,NA,"Count (Dmnless)",1586,"Dmnless"
"830",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",450,"Dmnless"
"831",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Mullus barbatus",126985,NA,"Count (Dmnless)",130,"Dmnless"
"832",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Mullus surmuletus",126986,NA,"Count (Dmnless)",3,"Dmnless"
"833",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Ophichthus rufus",126316,NA,"Count (Dmnless)",1,"Dmnless"
"834",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Ophisurus serpens",126317,NA,"Count (Dmnless)",1,"Dmnless"
"835",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",1,"Dmnless"
"836",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Phycis blennoides",126501,NA,"Count (Dmnless)",1,"Dmnless"
"837",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Raja asterias",105881,NA,"Count (Dmnless)",2,"Dmnless"
"838",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Sardina pilchardus",126421,NA,"Count (Dmnless)",2,"Dmnless"
"839",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",2,"Dmnless"
"840",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Trisopterus minutus",126446,NA,"Count (Dmnless)",141,"Dmnless"
"841",2003-05-10,"39.9_0.9_5760","39.9_0.9_5760_20030510",NA,NA,148,"Zeus faber",127427,NA,"Count (Dmnless)",7,"Dmnless"
"842",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Argentina sphyraena",126716,NA,"Count (Dmnless)",44,"Dmnless"
"843",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",12,"Dmnless"
"844",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Callionymus maculatus",126793,NA,"Count (Dmnless)",12,"Dmnless"
"845",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Capros aper",127419,NA,"Count (Dmnless)",72,"Dmnless"
"846",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",7,"Dmnless"
"847",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"848",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",846,"Dmnless"
"849",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",77,"Dmnless"
"850",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",2,"Dmnless"
"851",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",6,"Dmnless"
"852",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",1,"Dmnless"
"853",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Lophius budegassa",126554,NA,"Count (Dmnless)",9,"Dmnless"
"854",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",7,"Dmnless"
"855",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Maurolicus muelleri",127312,NA,"Count (Dmnless)",3,"Dmnless"
"856",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Merluccius merluccius",126484,NA,"Count (Dmnless)",525,"Dmnless"
"857",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",22422,"Dmnless"
"858",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Molva dypterygia",126459,NA,"Count (Dmnless)",12,"Dmnless"
"859",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Mullus barbatus",126985,NA,"Count (Dmnless)",46,"Dmnless"
"860",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"861",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Notoscopelus elongatus",158915,NA,"Count (Dmnless)",1,"Dmnless"
"862",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Pagellus acarne",127057,NA,"Count (Dmnless)",1,"Dmnless"
"863",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Phycis blennoides",126501,NA,"Count (Dmnless)",1,"Dmnless"
"864",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Raja asterias",105881,NA,"Count (Dmnless)",3,"Dmnless"
"865",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Scorpaena elongata",127242,NA,"Count (Dmnless)",1,"Dmnless"
"866",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Spondyliosoma cantharus",127066,NA,"Count (Dmnless)",1,"Dmnless"
"867",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Trachurus trachurus",126822,NA,"Count (Dmnless)",3,"Dmnless"
"868",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Trisopterus minutus",126446,NA,"Count (Dmnless)",147,"Dmnless"
"869",2004-05-21,"39.9_0.9_5760","39.9_0.9_5760_20040521",NA,NA,157,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"870",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Argentina sphyraena",126716,NA,"Count (Dmnless)",1,"Dmnless"
"871",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",25,"Dmnless"
"872",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Callionymus maculatus",126793,NA,"Count (Dmnless)",6,"Dmnless"
"873",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Capros aper",127419,NA,"Count (Dmnless)",97,"Dmnless"
"874",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Carapus acus",126661,NA,"Count (Dmnless)",1,"Dmnless"
"875",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",59,"Dmnless"
"876",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"877",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Eutrigla gurnardus",150637,NA,"Count (Dmnless)",7,"Dmnless"
"878",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",34,"Dmnless"
"879",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",1,"Dmnless"
"880",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",5,"Dmnless"
"881",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",2,"Dmnless"
"882",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lesueurigobius friesii",126904,NA,"Count (Dmnless)",1,"Dmnless"
"883",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lophius budegassa",126554,NA,"Count (Dmnless)",9,"Dmnless"
"884",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Lophius piscatorius",126555,NA,"Count (Dmnless)",2,"Dmnless"
"885",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",1307,"Dmnless"
"886",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Merluccius merluccius",126484,NA,"Count (Dmnless)",2563,"Dmnless"
"887",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",42564,"Dmnless"
"888",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Mullus barbatus",126985,NA,"Count (Dmnless)",51,"Dmnless"
"889",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"890",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Phycis blennoides",126501,NA,"Count (Dmnless)",3,"Dmnless"
"891",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Raja asterias",105881,NA,"Count (Dmnless)",1,"Dmnless"
"892",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Scomber scombrus",127023,NA,"Count (Dmnless)",2,"Dmnless"
"893",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Scorpaena elongata",127242,NA,"Count (Dmnless)",2,"Dmnless"
"894",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",8,"Dmnless"
"895",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",2,"Dmnless"
"896",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Trachurus trachurus",126822,NA,"Count (Dmnless)",10,"Dmnless"
"897",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Trigla lyra",127266,NA,"Count (Dmnless)",1,"Dmnless"
"898",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Trisopterus minutus",126446,NA,"Count (Dmnless)",2392,"Dmnless"
"899",2005-05-25,"39.9_0.9_5760","39.9_0.9_5760_20050525",NA,NA,148,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"900",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Argentina sphyraena",126716,NA,"Count (Dmnless)",1754,"Dmnless"
"901",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",2,"Dmnless"
"902",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",8,"Dmnless"
"903",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Callionymus maculatus",126793,NA,"Count (Dmnless)",24,"Dmnless"
"904",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Capros aper",127419,NA,"Count (Dmnless)",284,"Dmnless"
"905",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",31,"Dmnless"
"906",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",151,"Dmnless"
"907",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",3,"Dmnless"
"908",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",3,"Dmnless"
"909",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Lesueurigobius friesii",126904,NA,"Count (Dmnless)",6,"Dmnless"
"910",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"911",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",7,"Dmnless"
"912",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Merluccius merluccius",126484,NA,"Count (Dmnless)",78,"Dmnless"
"913",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",6,"Dmnless"
"914",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Molva dypterygia",126459,NA,"Count (Dmnless)",1,"Dmnless"
"915",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Mullus barbatus",126985,NA,"Count (Dmnless)",38,"Dmnless"
"916",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Mullus surmuletus",126986,NA,"Count (Dmnless)",5,"Dmnless"
"917",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Phycis blennoides",126501,NA,"Count (Dmnless)",2,"Dmnless"
"918",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Raja radula",105889,NA,"Count (Dmnless)",1,"Dmnless"
"919",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless"
"920",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Serranus hepatus",127042,NA,"Count (Dmnless)",1,"Dmnless"
"921",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",3,"Dmnless"
"922",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Trachurus picturatus",126821,NA,"Count (Dmnless)",6,"Dmnless"
"923",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Trachurus trachurus",126822,NA,"Count (Dmnless)",3145,"Dmnless"
"924",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Trigla lyra",127266,NA,"Count (Dmnless)",2,"Dmnless"
"925",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Trisopterus minutus",126446,NA,"Count (Dmnless)",13,"Dmnless"
"926",2007-06-09,"39.9_0.9_5760","39.9_0.9_5760_20070609",NA,NA,144,"Zeus faber",127427,NA,"Count (Dmnless)",5,"Dmnless"
"927",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",5,"Dmnless"
"928",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Callionymus maculatus",126793,NA,"Count (Dmnless)",2,"Dmnless"
"929",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Capros aper",127419,NA,"Count (Dmnless)",27,"Dmnless"
"930",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",6,"Dmnless"
"931",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",61,"Dmnless"
"932",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Glossanodon leioglossus",126717,NA,"Count (Dmnless)",1,"Dmnless"
"933",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",4,"Dmnless"
"934",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",1,"Dmnless"
"935",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",1,"Dmnless"
"936",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Maurolicus muelleri",127312,NA,"Count (Dmnless)",102,"Dmnless"
"937",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Merluccius merluccius",126484,NA,"Count (Dmnless)",35,"Dmnless"
"938",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",17634,"Dmnless"
"939",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Mullus barbatus",126985,NA,"Count (Dmnless)",27,"Dmnless"
"940",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"941",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Myctophidae",125498,NA,"Count (Dmnless)",34,"Dmnless"
"942",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Ophichthus rufus",126316,NA,"Count (Dmnless)",1,"Dmnless"
"943",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Phycis blennoides",126501,NA,"Count (Dmnless)",2,"Dmnless"
"944",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Raja clavata",105883,NA,"Count (Dmnless)",1,"Dmnless"
"945",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Scomber scombrus",127023,NA,"Count (Dmnless)",1,"Dmnless"
"946",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",6,"Dmnless"
"947",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Trachurus trachurus",126822,NA,"Count (Dmnless)",2,"Dmnless"
"948",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Trisopterus minutus",126446,NA,"Count (Dmnless)",161,"Dmnless"
"949",2008-05-27,"39.9_0.9_5760","39.9_0.9_5760_20080527",NA,NA,143,"Zeus faber",127427,NA,"Count (Dmnless)",2,"Dmnless"
